main_id,ra,dec,plx_value,pmra,pmdec,rvz_radvel,sp_type,otype_txt,flux
"WISE J004945.61+215120.0",12.442033,21.855675,140.4,-479.4,-54.0,,"T8.5","BD*",
"G 157-77",353.79359344456117,-2.3890593186402778,139.3389,781.419,-841.516,-10.384,"M5.0Ve","PM*",14.69
"V* BX Cet",39.06361196853625,6.871643222118333,138.4371,1801.671,1450.487,26.268,"M3.5V","BY*",
"HD  16160",39.020422237076254,6.886773237304166,138.34,1778.585,1477.306,25.874,"K3V","PM*",
"2MASS J08354256-0819237",128.92721434331168,-8.323158924749723,138.3147,-534.811,301.65,29.89,"L6.5","BD*",
"GJ 4274 b",335.7791533548229,-17.607314733412778,138.228,308.712,-718.387,,,"Pl",
"GJ 4274 c",335.7791533548229,-17.607314733412778,138.228,308.712,-718.387,,,"Pl",
"L  788-34",335.7791533548229,-17.607314733412778,138.228,308.712,-718.387,,"M4.5Ve","PM*",13.316
"HD 156384Cg",259.7451137490841,-34.99683685371723,138.0663,1131.517,-215.569,,,"Pl",
"HD 156384Cb",259.7451137490841,-34.99683685371723,138.0663,1131.517,-215.569,,,"Pl",
"HD 156384Cc",259.7451137490841,-34.99683685371723,138.0663,1131.517,-215.569,,,"Pl",
"HD 156384Cd",259.7451137490841,-34.99683685371723,138.0663,1131.517,-215.569,,,"Pl?",
"HD 156384C",259.7451137490841,-34.99683685371723,138.0663,1131.517,-215.569,6.368,"M1.5V","PM*",10.22
"HD 156384Ce",259.7451137490841,-34.99683685371723,138.0663,1131.517,-215.569,,,"Pl",
"HD 156384Ch",259.7451137490841,-34.99683685371723,138.0663,1131.517,-215.569,,,"Pl?",
"HD 156384Cf",259.7451137490841,-34.99683685371723,138.0663,1131.517,-215.569,,,"Pl",
"2MASS J06073908+2429574",91.91258305247833,24.499109466049998,138.0616,-472.871,-318.464,-11.9,"L9","BD*",
"WISEP J031325.96+780744.2",48.357532416666665,78.1288448611111,135.6,73.9,53.8,,"T8.5","BD*",
"2MASSW J1507476-162738",226.9486492731425,-16.461142773012774,134.9474,-151.795,-896.012,-39.85,"L5V","BD*",22.136
"HD   4628",12.095733229549584,5.280613745820556,134.4948,755.894,-1141.719,-10.165,"K2.5V","PM*",5.74
"Wolf  922",322.8273709538331,-9.7906895203813,134.0831,1246.51,-61.066,-56.333599,"M4.5V","**",12.006
"* bet Hyi",6.4377931550222804,-77.25424611998604,134.07,2219.54,324.09,23.085,"G0V","PM*",2.79
"G  24-16",307.4513246532652,9.689052918565,133.8113,669.342,101.33,-28.61,"M4.5V","Er*",
"Gaia DR3 6702242043883732864",274.52631556045833,-51.41119915009361,132.7692,-148.769,214.536,,,"PM*",
"G 203-47",257.38143158518375,43.68132579525833,131.5996,332.032,-274.501,-27.87,"M3.5V","SB*",13.671
"V* TW PsA",344.1002189853825,-31.565564051324166,131.5525,330.203,-158.602,7.153,"K4Ve","BY*",6.48
"G 141-36",282.0730722831846,7.6892184737413904,131.279,376.042,248.719,-34.0,"M5.0V","PM*",
"2MASS J20005017+3629465",300.209069,36.496262,131.2,1.9,368.4,,"T8","BD*",
"GJ 514 b",202.49910791431287,10.377162370159724,131.1013,1127.341,-1073.888,,,"Pl?",
"BD+11  2576",202.49910791431287,10.377162370159724,131.1013,1127.341,-1073.888,14.47,"M1.0V","PM*",9.029
"WISE J173835.53+273259.0",264.6469630833333,27.550652611111115,130.9,337.1,-343.4,,"Y0","BD*",
"G 258-33",274.7384690951179,66.19258453656946,130.8531,434.811,-442.79,5.73,"M4.5Ve","PM*",
"* 107 Psc",25.624010521366664,20.26851268269722,130.8234,-300.737,-673.539,-33.619,"K1V","PM*",5.24
"WISEA J235402.79+024014.1",358.510076875,2.6718170277777777,130.6,503.5,-399.5,,"Y1","BD*",
"L  499-56",330.622434576625,-37.08091797926029,130.4186,805.687,-229.741,-13.51,"M3.5V","PM*",
"* mu. Cas",17.06792893936375,54.920155889239716,130.2881,3468.251,-1564.844,-96.488899,"G5Vb","SB*",5.17
"* alf PsA C",342.0187202090404,-24.368810498159718,130.2707,331.609,-183.805,6.646,"M4.0Ve","**",12.624
"* alf Lyr",279.234734787025,38.783688956244,130.23,200.94,286.23,-13.5,"A0V","dS*",0.03
"V* VX Ari",41.064623921057915,25.523365237277776,130.1956,864.525,-363.196,30.64,"dM3","PM*",10.563
"HD  16160B",39.01958333333334,6.887499999999999,130.01,,,,,"LM*",16.77
"* alf PsA",344.4126927211701,-29.622237033389442,129.81,328.95,-164.67,6.5,"A4V","PM*",1.16
"* alf PsA b",344.41269270833334,-29.622237027777782,129.81,328.95,-164.67,,,"Pl",
"BD-03  2870",153.07361770816,-3.7456644563700006,129.7544,-152.76,-243.693,7.87,"M2V","PM*",9.264
"HD 157881",261.4384684594025,2.111423259000556,129.6459,-580.325,-1184.737,-23.523,"K7V","PM*",7.56
"SIPS J1259-4336",194.76987486644956,-43.606787645658336,129.4288,1102.919,-264.536,,"M8:","LM*",
"LP  881-64",6.184072878621667,-27.14035089794833,129.3167,-92.739,695.956,-35.1,"M5.5/6Ve+M8.5Ve+M9/9.5V","**",15.338
"NAME G 192-13b",90.29602297717082,59.597190018169165,129.3014,-104.942,-928.628,,,"Pl",
"G 192-13",90.29602297717082,59.597190018169165,129.3014,-104.942,-928.628,2.2,"M4.0V","PM*",
"HD 165222",271.2815781328108,-3.0313192179638886,129.2184,569.735,-332.726,32.688,"M0V","PM*",9.36
"G 109-35",104.87006874422794,19.348849408348055,128.9866,909.121,-894.549,-29.475,"M5.0Ve","PM*",
"G 227-22",270.5691827808592,64.26228933348445,128.3057,196.394,-383.789,-0.082884,"M5Ve","PM*",13.373
"WISEP J180026.60+013453.1",270.11032772316537,1.5824708462352777,128.0546,183.734,-384.108,-5.1,"L7.5","BD*",
"* p Eri",24.94808137260525,-56.19641657720309,127.84,282.16,10.56,23.48,"K2V+K2V","**",
"G 202-45",246.0388071440814,48.3530854370768,127.4785,1151.232,-499.079,-26.98,"M3.0V","SB*",
"WISE J000517.48+373720.5",1.3192249999999999,37.62312480555555,126.9,997.3,-271.6,,"T9","BD*",
"2MASS J07290002-3954043",112.250104,-39.901222,126.3,-566.6,1643.4,,"T8pec","BD*",
"G 154-44",271.8868237931912,-15.963074553830275,125.4509,-618.406,-347.007,-32.69,"M4.0Ve","PM*",13.48
"SCR J0740-4257",115.049196549005,-42.96119221425862,125.3028,-483.458,504.774,27.575,"M4.5","PM*",13.835
"CD-44  3045",104.44417762918835,-44.29119770526807,124.85,-1103.65,-41.45,-21.5,"M3.5V","**",10.846
"* pi.03 Ori",72.46004668811875,6.961277950629445,124.6198,463.954,11.937,22.47,"F6V","PM*",3.19
"CD-44  3045A",104.44427172710292,-44.291178357890836,124.5695,-1118.073,-48.934,,"M3V","PM*",11.48
"CD-44  3045B",104.44375008608293,-44.291093883489445,124.3569,-1172.189,-125.37,,"M3","PM*",11.29
"G 122-49",177.74050219134625,48.37737810642361,124.3378,-1545.069,-962.724,-35.12,"M4.5V","PM*",
"GJ 1151 c",177.74050219134625,48.37737810642361,124.3378,-1545.069,-962.724,,,"Pl?",
"GJ 1151 b",177.74050219134625,48.37737810642361,124.3378,-1545.069,-962.724,,,"Pl?",
"L  399-68",190.19287249344916,-43.566386594184436,124.1851,-782.09,689.561,-35.294,"M3V","PM*",12.239
"* chi Dra",275.2640939542736,72.73284772361531,124.11,531.21,-349.71,31.9,"F7V","SB*",3.58
"Wolf  437b",191.98593570549582,9.751398796318611,123.7756,-1008.267,-460.034,,,"Pl",
"Wolf  437",191.98593570549582,9.751398796318611,123.7756,-1008.267,-460.034,19.18,"M3.5V","PM*",11.395
"2MASSW J2148162+400359",327.06791107888955,40.0664810699475,123.6752,772.176,458.243,-14.52,"L7","BD*",
"G 262-15",307.6335224872163,65.44955871051779,123.6547,443.264,283.354,10.7,"M3V","PM*",
"G  13-22",183.5689540088558,0.6239895692830557,123.643,-951.336,-284.049,-12.88,"M4.5Ve","PM*",
"L  674-15",123.17037072007041,-21.551939599598054,123.2033,13.458,-693.987,9.066,"M3.5V","PM*",12.13
"EGGR 290",89.10608328686959,5.363456437908611,123.1989,-444.685,-925.14,,"DA8P","WD*",14.13
"IRAS 21500+5903",327.9096642688307,59.294407739507,123.0568,-79.19,10.517,-1.49,"dM4.0","PM*",10.64
"BD+18  3421",264.472278507312,18.59171224901472,122.5546,926.638,984.455,-9.61,"M1.5V","PM*",9.577
"BD+18  3421b",264.472278507312,18.59171224901472,122.5546,926.638,984.455,,,"Pl",
"LAWD 26",118.28393292542376,-67.79205055873194,122.413,1467.123,-1489.721,93.2,"DA9.0","WD*",14.09
"UGPS J052127.27+364048.6",80.36457887499999,36.678112999999996,122.2,569.0,-1511.0,,"T8.5","BD*",
"* p Eri A",24.94921956595,-56.193317864549996,122.1088,262.615,14.961,21.59,"K2V","PM*",5.685
"* p Eri B",24.948186303551665,-56.196448108297496,122.0035,309.23,10.815,20.14,"K2V","PM*",5.797
