ra,dec,sp_type,flux
66.52629624918,31.43890819347,"K0III",5.284
65.10265794747,34.56672594375,"G8+IIIb",4.929
62.83450933128,5.5230522221200005,"F4V",5.699
65.08840040522,27.350752305159997,"K2III",4.951
62.69901422057999,-8.81981544866,"K1III",5.689
63.88357525019291,8.892355084943333,"B3IV",4.279
63.650969196199995,10.01140720061,"B9Vn",5.218
62.96641270133917,-6.837579624323332,"F0III",4.026
62.32431692158,-16.385855627489992,"B5IV",5.435
63.38787685874999,7.71611596324,"F2V",5.29
62.25654459875,13.39828157901,"B9.5V",5.927
64.31525469368,20.578597379489995,"A3m",4.914
62.291525084090004,19.609217126980003,"K2III",5.504
62.74593413137999,33.58677856674,"K2-IIICN1",5.74
60.44222756109666,9.998016646774444,"B5V",5.691
59.50735758877376,-13.508514805984444,"M0III-IIIb",2.94
60.93585189097,5.43561827859,"B5V",5.33
63.72221833652,40.48364037799,"G5II+A2V",4.691
59.87555202323001,-12.574424677109999,"K4III",5.589
59.981182366400006,-24.01621588763,"ApSi",4.66
57.14876497809,-20.9029771418,"K5III",5.801
58.41228080751,-34.73229730668001,"B6/7V",5.092
61.65171914532,27.599900041560005,"Ap",5.172
56.91520872628001,-23.874677463020003,"A3Vs",5.235
58.17353643379,-5.36122718391,"B8III",5.475
56.53556341675,-12.101588482009998,"M1III",4.42
57.36352607903708,-36.20025674197,"G7III",4.17
56.41851402924999,6.049995930339444,"B3V",5.337
57.16230721053999,0.22786064819999996,"K2III",5.901
58.59652911088,-40.35700557813,"G8/K1III",5.705
57.06777822257041,11.1432989279525,"B3V",5.07
56.58160786306708,23.948358938116662,"B6IV(e)",4.18
57.086736594479994,23.42124885473,"B8V",5.45
57.578921751196305,25.5793744292989,"A2IVp",5.234
56.45670064515208,24.36774376828833,"B7III",3.87
57.97382806527,34.35911759721,"B1V",5.772
55.708562114702914,-37.313516819271946,"K1.5IIIbCN0.5",4.583
54.21826543507,0.40166447161916674,"F9IV-V",4.3
56.235405196609996,-0.2967206424,"K3III",5.553
54.62188673588,-7.391861425309999,"G8.5IIIb",5.849
53.9902781405,-11.193785094299999,"K0III",5.58
54.072517123,-17.46707564111,"B8/9III",5.23
56.13101386634,36.46009427221,"kA2hA4mA5",5.588
52.00394513333,-11.286597353310002,"K2II/III",5.73
52.08625238775,33.80755759108,"A2V",5.73
53.14976389956,9.373449983259999,"B9III",5.757
52.68925064357,6.18870466597,"G8III",5.927
51.203326327090004,9.02886962001,"G6III",3.6
49.592125613118334,-22.511104284283615,"K0III",4.875
49.89544459524,-24.12290172764,"M1III",5.622
48.95844035892001,-8.81973238362,"kA4hA9mA9V",4.8
48.109849345440004,6.66088570356,"K1IIIep+A6V",5.568
48.83516564975,30.55668928183,"A1Vs",5.61
50.30676927082833,21.14706637635833,"B5IV",5.355
49.98248255517,27.07113008989,"G7IV",5.918
49.14661904149,32.18402972998,"G8IV",5.994
48.72540966679999,21.044447008140004,"A1V",4.869
45.59382482022999,4.3528862234,"B8V",5.607
45.48382952383,-9.961403614990001,"K1III",5.837
45.67620039429001,-7.68547727902,"K0III",5.336
47.40308672423,29.07708184679,"B8III",5.74
45.29177545416,-7.663009111270002,"G9.5III:",5.75
149.42106013696,41.05563188506,"F6V",5.104
165.06126957358,45.52627396583,"K5III",5.448
145.50142668899,39.75785286967,"G8III",5.61
143.76595730048,39.6214926432,"G9.5IIIbFe-1",4.8
46.598695445349996,13.187250925530003,"K3III",5.635
45.56988780332224,4.089738771805157,"M1.5IIIa",2.53
136.63236601269,38.45221393586,"G7IIa",4.539
196.46778026805998,45.26855247742,"K1III",5.637
176.51255861980331,47.77940424229889,"K0.5IIIb:",3.72
184.95296081512998,48.98414636519001,"M0III",5.29
201.56917638168997,46.02805688072999,"K0III:",5.873
169.17437570458,49.47624860772,"K0III:",5.873
184.37333313590997,53.19133189697,"K6III",5.81
193.73550174004,47.19672234496,"M5-III-IIIa",5.84
219.70927208622,44.40450224947,"A0V",5.387
186.00622618936,51.56225684355001,"G7IIIBa0.3",4.761
133.04903474144,45.31282031648999,"K0III",5.956
134.20813585082,45.63164604556,"K1IV",5.711
132.98679427694,43.72660400124,"K0III",5.148
147.14738061867,46.02100739317,"G0.5Va",5.1
176.73175952512,55.62818900445,"K2.5IIIbCN1",5.254
159.77356498535,53.66829963215,"K3III",5.537
219.55245410354996,43.64212726353,"K4III",5.721
186.89626251848998,55.71272338799999,"M2III",5.7
232.94576269019004,40.89933486302999,"A2V",4.978
204.87686642934997,52.92120763437,"A2Vnp",5.456
139.37991153834,46.81722850583,"A1V",5.938
234.45665857428997,40.35343467356,"G7III-IVFe-2",5.254
232.73233166371995,40.83304840815,"K4.5IIIbBa0.5",5.026
160.93052694605,57.19919967805999,"A0III",5.782
148.02647655093364,54.064332289441886,"A3IV",4.557
158.79039056701,57.08263536531,"F2V",5.148
162.79586820288,56.58225735606,"K2III",5.661
130.25445795281,45.83400586866999,"G8IV",5.359
151.15134370855,53.89171443368,"F5V",5.708
135.90636507404153,47.15652472719766,"A1Vn",3.55
216.2991539590004,51.85074367335807,"F7V",4.05
178.9934047805,56.59855774904,"K1III",5.824
206.64856994852997,54.43267876629,"A0VpSrCrEu",5.675
208.46255842051,53.72867641054,"A0V",5.695
185.21201173537,57.86411906194001,"K5III",5.524
137.2177373836521,51.604647750470555,"kA3VmF5IIISr",4.48
189.09777201445996,59.48693902682,"M4-7e",5.5
146.63193572702,57.12806888069,"M3III",5.2
238.16892103821044,42.45151746635472,"F8VFe-2Hdel-1",4.62
238.87746643140997,42.56619206149,"B9pe",5.75
218.12887212911,55.39799479511999,"K5III",5.718
149.96536301727,56.81180649952,"K5III",5.485
219.56342300701,54.02334039339999,"A1V",5.83
136.00166560547,54.28388290438,"A2V",5.74
129.82342947453,52.71162364913,"K1III",5.891
138.95742350642,56.74140711286,"K4III",5.266
207.85796514593542,64.72328127628585,"M3.5III",4.66
207.43965397524,61.48930734864,"G3V",5.964
118.67790932874999,47.56459331475,"K4III",5.446
242.94832842756,42.37456654389,"K4III",5.868
122.11437885215707,51.50666498681472,"A2V",4.797
115.30166204684998,48.13153269845001,"K0III",5.581
193.86895235071998,65.43847420237,"F3IV",5.225
156.0326953299,65.56642260365,"A1:VpSiSrHg",4.93
194.97946482376997,66.59726888114,"K0III",5.368
175.61817414332,66.74490648159,"K3III",5.308
234.38336435182003,54.50873022556,"K1III:",5.845
235.71150087874997,52.36090107231,"A0VpSiCr",5.482
240.69957424293,46.03670386587,"B9.5III",4.709
188.68341369812998,70.02177924793,"K2.5IIIFe-2",4.946
142.88211696306456,63.06185995089555,"F0V",3.67
161.26679388016,67.41138307285,"C-N5",5.95
172.85092364299916,69.33107573011195,"M0III-IIIaCa1",3.85
238.06898409022997,55.82671215739,"G8III:",5.8
111.67855088726876,49.21152707020945,"A0.5Vs",4.61
236.90802890062002,55.3766255885,"A3m",5.878
160.45107713346,68.44350080022,"K3III",5.729
137.7293415982,63.51367121287,"F6IIIn",4.64
125.1085828441,57.74327955619,"F4V",5.877
160.76683631799,69.07621382566,"K3III",4.992
236.6448296251,55.47478833372,"K3III",5.917
127.56612565266667,60.718168223941106,"G5III:",3.42
144.86614413138,67.2722291233,"K5",5.947
134.15602225986,64.60382733464,"G7IIIb",5.56
128.65074955542,65.14511307487,"kA3hA5mA7s",5.453
204.29578186349,71.24224931341,"K2III",5.496
145.56175522117,69.23753367207,"G9III:",5.717
124.82150023566999,62.50715622992,"G8III",5.723
230.66003511956998,63.34146518569,"K4III",5.712
137.09791530152,66.8732339353,"K5III",5.136
109.63323868927,49.4647557906,"A4IIIn",5.05
109.39049362101,52.13106736172,"K1III:",5.918
120.33657437791003,59.04740239118999,"F2:V:",5.772
249.04667391455,46.6133311674,"G8II",5.814
135.63621448841,67.62961744952,"M3IIICa1",4.76
143.62024780327,69.83034070608,"G5III-IV",4.57
201.53360675739998,72.3914739379,"M1III",5.79
149.59477079984,72.8794716996,"K3III:",5.835
194.69724864426996,75.47252204936,"K0III",5.99
143.72303105744,72.20567978627,"F7V",5.768
127.44248122383001,67.29743966654,"G8III",5.884
145.73828685867,72.25261763163,"K0III",5.142
104.13357489229,46.27399881287,"B8IIIe",5.87
104.23354082421,46.70535190977,"K0III:",5.877
104.40461340335541,45.094093919998336,"A2Vn",4.893
222.67635749796767,74.15550393675127,"K4-III",2.08
236.66669321672,62.59955643167001,"A2IV",5.194
232.73234912831003,64.20869308459,"K0III-IV",5.738
183.04976921918998,77.61624118315,"kA6hF0mF0(III)",5.137
216.8814361366858,75.69599430834361,"K4-III",4.235
230.18209804850082,71.83402545491221,"A2III",3.002
123.2032840903,68.47407325307,"G7IIb",5.329
229.27453943029997,71.82390203802,"K4III",5.015
101.91489954439,48.78948437617001,"K0.5III",5.216
234.41303506851,69.28334446138,"M0III",5.627
112.71943612477001,68.46564639414,"K2III",5.643
250.2296645100692,64.58904568811278,"K0IIICN-0.5CH-2Ca1",4.842
246.99589402110996,68.76813708627,"B9.5IV",4.949
205.66334006508,78.06443888742,"G7III",5.899
201.73668118164,78.6438701226,"G3IIIbFe-1CH1",5.742
212.21219214466,77.54750978133,"K3-IIIbFe-0.5",4.805
101.70629280611,57.16917580899,"K0III-IV",5.335
182.74991498647998,81.7098305941,"K5III:",5.955
258.135749771,62.87433485897001,"A7V",5.54
144.2720324125,81.32638087305554,"K3II-III",4.255
97.51239077939,46.68555469555,"K4III",5.866
157.76961635339,82.55865174456,"F4VkF2mF2",5.252
192.27779203224,83.41783924915,"A0V+A2V",5.85
262.60817373291667,52.30138870861111,"G2Ib-IIa",2.81
120.04891028553,73.91791768463,"K3III",5.347
124.88453774425,75.75690733417,"G8III",5.541
96.22458979254,49.2878920061,"K5-M1Iab-Ib",4.75
95.44220959606,53.452177400790006,"F6III+",5.333
103.42603445506,68.88831100695,"B6III",5.096
96.70363459726,58.41740802287999,"K4III",5.197
102.73787122006,67.57193422312,"B4IV",5.122
264.15689041749,48.5856325818,"K1III",5.353
100.13438563403,71.74878599176,"K0III",5.86
105.01682160210918,76.97740862475611,"K4III",4.54
261.42230640417995,60.04839813277,"A1Vn",5.645
90.42941609549,48.95944563721,"K0",5.959
100.12032089396,77.99578274666,"K5III",5.72
90.24400904882,47.90192487379,"A1VpSi",5.706
92.49588965452,58.9356929115,"G8III",5.355
94.71157297372875,69.31981423597666,"A0Vn",4.757
89.98374135855,45.93673491601,"M3IIb",4.25
264.28701443109,72.45579394874,"G9III",5.869
263.0541592214034,86.58645960557529,"A1Van",4.336
262.99112983044,68.13502522148,"G9IIIb",5.074
259.90463123416,80.136400615,"K5III",5.706
67.50147980131,83.34037678644,"G8III",5.472
88.7409423662,59.88836865484,"A2V",5.2
89.84074698554,49.92453880734,"G5III",5.907
273.82118963423,68.75581724606,"K1III:",5.953
270.03825711496,80.00411315446,"K2Vv",5.642
88.71152890533,55.70696670846001,"A2V",4.96
277.43736060085996,77.54706954487,"K4III",5.644
270.01470183663,80.00084672305,"F7",5.939
351.75387758728994,87.30751146232,"A7IV",5.56
84.14674258112,54.42865859823,"M0III",5.716
86.47517482589,49.82627104399,"A2VpCr",5.46
342.7627612837,85.37373481022,"K5",5.891
283.59938282556,71.29719626537,"K0IIICN0.5",4.814
276.49640400057,65.56348092883,"K1.5IIIFe-1",4.823
278.14384413886,57.04559604823001,"F8Ib-II",4.761
287.29117275262,76.56050383878,"A7V",5.107
281.44486418606,74.08555120528,"K0II-III",5.244
73.02174808097,63.50542148051,"M2III",5.467
307.06076588825,81.42270826851,"G9III",5.368
76.62379160735,61.16974986905,"K5II",5.994
68.377833719,72.52860564384,"A8m",5.928
278.4862271964047,52.35351575374883,"G9III",5.38
41.94885733002,81.44847381782,"K1Ba5",5.781
279.97006814663,52.19608782717,"B9III:",5.992
50.08222670859,77.73476308503,"A6V",5.444
280.6581650660633,55.539446476103606,"A0IIIpHgMn",5.02
47.98445484034,74.39365830223,"A2Vnn",4.834
74.32165746492625,53.75210201356083,"A1V",4.433
282.80039310189,59.38835014726,"G9IIIFe-0.5",4.636
57.30724701770999,70.87105020079,"kA2hA6VmA7",5.391
57.58962223085542,71.33226610659722,"A2IVn",4.604
31.280934280416663,77.281340055,"F0Vn",5.268
290.1670477892996,65.71453186921029,"A0III",4.59
318.92686817285994,77.01229692298,"K5III",5.898
296.07674082284996,69.3370626147,"A2III",5.899
307.87669456698,74.95462607263,"A9:VpCrSrEu",5.185
313.68479689578,75.92557254125,"G5III",5.988
337.47074152159,78.82428667572,"A3V",5.46
285.18106850026993,55.65830084828,"G6IIbFe-0.5",5.513
284.18764889098,57.81481655283999,"K1III",5.663
64.22315037171,61.84999086569999,"B7V",5.7
72.00113717751,56.75717692992001,"A3m",5.275
65.44853821408,60.735623909080005,"M0III",5.398
339.30402257327,75.37181127784,"M1III",5.777
57.38032311777,65.52597939514,"M2II",4.48
39.50847155369,72.81825294254,"G8III",5.166
287.91908708743,56.85920553119,"G8III",5.125
287.1074524305,52.42573104057,"K1IIIe",5.893
290.06682733,57.64512154484001,"M1III",5.91
289.27570134506874,53.36845827781306,"G9III",3.76
69.97783768704,53.07953540415,"G9III",5.073
70.35053545728,48.300879247299996,"A0V",5.652
72.78883944774,48.74066510726001,"G9III",5.643
64.28372302355,57.86031979553001,"K1III",5.721
56.50971455266,63.34505876123999,"G2Ib/II+B7III/IV",4.81
42.994796629670006,68.88850191501,"F5.5III+",5.8
57.40244132784,63.29695883013,"A5Vn",5.817
30.489551300890835,70.90696692312001,"A3Va",4.54
30.48932000833333,70.9070645138889,"A2V",4.63
11.94189121883,74.84756978925,"B8III",5.413
354.79239302987,75.29288155838,"A3V",5.946
298.98074454629995,58.84596862979999,"K4.5IIIa",4.96
305.29801767014,63.9801173939,"K5III",5.69
332.4517944276,72.34120548068,"G7II-III",4.786
298.32240899451,57.523474139010006,"B5V",5.132
304.90303002982,62.257443765670004,"B9V",5.709
302.89529924401,62.078547708689996,"F5V",5.7
301.38699146914996,61.99542030332,"K3III",5.408
346.9743906898412,75.3874986252686,"G3III+F3V",4.41
292.4264926137312,51.729777922052214,"A5V",3.755
65.04796906426,50.9209347287,"B1.5IV",5.545
70.72640179165,43.36512021120001,"A1Vn",5.298
64.56092274545583,50.295493065878055,"A1III",4.594
52.267220373399994,59.940333656830006,"B9Ia",4.22
25.7327636534,70.62252558405,"B9V",5.174
58.43035937308,57.97514619358001,"kA3hF0mF0",5.786
41.20707096944,67.82463120163,"A5III",5.945
46.82907713568001,64.0576327853,"B9V",5.877
336.50343112496995,70.77090340644,"K2III",5.469
303.36506786602,60.64056952199,"K5III",5.78
321.94225759196,66.80909698289,"B7V",5.41
292.83054488142,50.30670510706,"K1III",5.54
12.03792800618,72.67449667324,"K0IV",5.855
61.64601078927791,50.35126150659166,"A0IVn",4.29
65.3881926825,46.49887912276,"B4IV",4.812
29.908490247109995,64.62160003748,"A0Vn",5.278
30.718649582979992,64.90146401174,"A1Vn",5.986
356.97821197987,67.80680903148,"A1Vn",5.044
17.66384336031,68.77862267949,"A0Vnn",5.309
21.483429973130832,68.13001379715332,"K0III-IIIbCN0.5",4.727
294.15823686072,44.69493376732,"G8.5IIIbFe-0.5",5.169
307.36296186551,56.06819172056999,"B8.5V",5.912
46.38504794668,56.70571881232,"G9+IIIb",4.766
14.629424953469998,66.35179378111,"A0III",5.97
0.6503860572200001,66.09896334536,"G8III",5.842
356.65306901663996,66.78224481263,"B2IV",5.937
10.51425258163,66.14759331408,"G9III-IV",5.821
1.17492208688,67.16644512107,"K1III",5.676
336.77212695841,65.13226676311,"B0.5Ib",5.515
334.55269938437993,62.80439003794,"K2III",5.741
339.66271566195,63.58447137440999,"A0IV",5.188
333.09353775256,63.29103495409999,"M3III",5.778
319.81535506197,58.62350673846,"M1Ibep",5.75
322.74704853781,60.45943182228,"B1Ib",5.522
52.21803296550001,49.848385563,"B6Vn",5.572
52.34187290056292,49.50895295100028,"B3V",4.735
300.33984744392,50.1046932813,"G8III",5.048
40.76182510564,55.10601838774,"B8IV",5.753
21.453964462083334,60.23528402972222,"A5IV",2.68
16.08104619298,61.58018395499,"F6V",5.833
8.249966181752502,62.93178142392444,"BC0.7Ia",4.16
6.19793946895,61.83105780508001,"B9III",5.377
1.6105721928199996,64.19615796995,"B9IIIe",5.59
1.05692688757,62.287664230809995,"A1II-III",5.884
351.2094267145825,62.28281016386695,"M1/3",4.955
307.51475394137,48.95156682478001,"B2.5IV",4.936
303.32522443319,46.815675264430006,"A5IIIn",4.819
306.75944789003995,49.38336233182,"F0V:",5.715
319.30936387461,55.79800166191,"K3III",5.975
53.03586841582,48.02348015241,"B9III",5.461
48.34946795925,48.17695568391999,"K0III",5.913
299.83510021020993,45.77254158257,"A5III",5.933
49.657257053,50.22217630491001,"B3V",5.157
24.53152709015,57.97763203064001,"K0II_CN+2",5.536
23.48283948896,59.23205391431,"G9IIIb",4.681
23.357114932660004,58.32734698999,"K3Ib-II+B7/8:",5.709
17.139442762480005,58.26345139106999,"B8V",5.767
13.750648761579999,58.97269920721,"K2III",4.82
14.16627144337,59.18105702418999,"G8.5IIIbFe-0.5",4.622
9.1139359699,60.32621320715,"A3III",5.792
0.40423349109,61.22279985728,"A8II",5.567
4.237679743959999,61.533185738860006,"G8III",5.737
1.2756286688299998,61.31397009099,"B6III",5.791
350.63555313969,60.13348671264,"K3II",5.513
346.6534074061571,59.41975982112528,"B0.5III",4.84
347.43391208616,59.33269084976,"A4II",5.679
343.26576880228,60.1010309928,"K2V:",5.984
337.29276110013086,58.415193781569435,"F5Iab:+B7-8",3.75
334.11067970642,57.22023814097,"G8III",5.882
321.68737399701,52.898536229179996,"B7III",5.987
328.00433065698,55.79674959299,"B6IV-V",5.657
317.56488884316,53.563100784940005,"B9III",5.747
310.55262716941,50.34001860154,"B2V",5.401
314.10615618255,50.72859674913,"F0III",5.82
315.94842667357,53.28591167979,"K0III",5.918
308.47851483519,46.693852079150005,"B8pSi",5.769
305.52236520264,45.794999352590004,"K1III",5.572
41.04994423087624,49.228448519215,"F8V",4.11
44.95745713875001,47.22071310586,"G5:III:CN-3CH-2Hdel-1",5.485
358.59596887605,57.499381871500006,"G2_0",4.59
352.5080859874299,58.548920051420005,"B3V",4.886
356.76439327339,58.65199103572999,"K1-IIIa",4.873
356.75799356466,57.45135904064,"K3-IIb",5.503
342.44297821452994,55.90277669971,"K1III",5.439
339.65801377045455,56.79563274478278,"M4+III",5.167
338.41937262726,56.62473764137,"K0III",5.72
330.46077776987,52.8822500401,"B5III",5.776
316.6503893069042,47.648403390030836,"K4Ib-IIa",4.514
314.10789803619,49.19583119359,"G8II-III",5.913
311.95536031217,47.83186804446,"K5III",5.586
49.44730417548,44.02502275143,"B8V",5.476
28.039051286139998,50.79279280878,"B9pHgMn",5.689
27.73803387043,51.93341769604,"F5IV",5.951
50.36066150050001,43.32965086794,"A3V",4.946
42.9238747059,46.84194175598,"G8III",5.859
36.40592906717001,50.27862870409,"K4.5III",4.71
359.28530025274,55.70570537345,"F6V",5.561
9.03462581546,54.16844990991,"B8IV",5.076
8.293310385919998,54.89498600662999,"K0III",5.922
340.07669578235,53.84592669495,"K0III",5.92
323.23580014419997,49.97763291055,"A0V",5.755
321.7150914122,48.83516661294,"A4VpSiCrHg",5.31
314.58110992123,44.47170580563,"K0III:Fe-0.5",5.547
310.01316335958,43.45887760359,"K2III",5.965
310.48542276102995,41.71687448417,"B8II-III",5.664
305.55709098208337,40.25667915638889,"F8Ib",2.23
305.68873170381,41.026012539940005,"K7III",5.93
44.91616092975,41.0329403655,"K2",5.877
41.02150011565999,44.29703928093,"G0Ib-IIaCa1",5.435
49.44064379181,39.28337269411,"A2IV",5.967
47.82242490244833,39.61158091384389,"K0III",4.607
29.63960817519,49.20435293342,"K0IV",5.702
6.27671040117,53.04678188666999,"B9IV",5.719
6.06522501499,52.01991755789,"B5IV",5.58
322.36229069333,46.54058554749,"K0-III",5.217
22.52542295978,47.00727253443999,"K0III",5.261
33.3055091634783,44.2316466494814,"K4-III:",4.826
11.181327503027083,48.28436973261194,"B5IIIe",4.5
349.87419891743,48.62532307963999,"K0III",5.44
335.25644708706545,46.53656977961028,"B6V",4.54
9.79122537764,49.35458829158,"K5III",5.419
325.04629181663995,43.27383774885,"M1IIIab",5.086
30.978158454789995,42.33091142208,"B9.5V+A0V",5.82
21.91408631466458,45.406684757618336,"F4IV",4.83
20.58508364821,45.52877673579,"K0-IIIb",4.868
24.837452388370004,44.38617497652,"G8III",5.008
25.16523940716,43.29767009205,"A7III+",5.629
43.427571173442075,38.33745890165028,"F6V",5.343
10.866957011260002,47.02454577746,"A5V",4.949
324.2373967167,40.41352563005,"A3Vn",5.035
358.88948114048,47.35580382436,"G8Ib",5.989
325.59566197208335,41.07702045972223,"A0V+A0V",5.726
325.7769639621499,41.15497297479,"M2IIIbCa1",5.505
356.50852930961,46.42027401636,"G3Ib-II",4.966
